ds,yhat,sku_id,qty_total,revenue,price,forecasted_revenue,abs_error,pct_error,weighted_error
2024-02-19,0.028126953053929184,3692477582,0,0.0,0.0,0.0,0.028126953053929184,,0.0
2024-02-26,-0.007990100816434392,3692477582,0,0.0,0.0,-0.0,0.007990100816434392,,0.0
2024-02-05,-0.01551313258480784,36924792617,0,0.0,0.0,-0.0,0.01551313258480784,,0.0
2024-02-12,-0.0017444025417204453,36924792617,0,0.0,0.0,-0.0,0.0017444025417204453,,0.0
2024-02-19,0.028639907188096142,36924792617,0,0.0,0.0,0.0,0.028639907188096142,,0.0
2024-02-26,0.036742615582361936,36924792617,0,0.0,0.0,0.0,0.036742615582361936,,0.0
2024-02-05,0.01624621278267341,36925028712,0,0.0,0.0,0.0,0.01624621278267341,,0.0
2024-02-12,0.022049945516745155,36925028712,0,0.0,0.0,0.0,0.022049945516745155,,0.0
2024-02-19,0.009554943536737316,36925028712,0,0.0,0.0,0.0,0.009554943536737316,,0.0
2024-02-26,-0.0023456679511436873,36925028712,0,0.0,0.0,-0.0,0.0023456679511436873,,0.0
2024-02-05,-0.01626152250492644,36925451776,0,0.0,0.0,-0.0,0.01626152250492644,,0.0
2024-02-12,-0.02883328987503462,36925451776,0,0.0,0.0,-0.0,0.02883328987503462,,0.0
2024-02-19,-0.013901795788814198,36925451776,0,0.0,0.0,-0.0,0.013901795788814198,,0.0
2024-02-26,0.007835997030248038,36925451776,0,0.0,0.0,0.0,0.007835997030248038,,0.0
